,Unnamed: 0,file,text,start,end,type,act,scene,sd_subtype,speaker,speaker_id,speech_number,gender,pre1_tag_type,genre,subgenre,date,pre1_base_polarity,pre1_main_emotion_class
0,0,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Cathrine, Philinte.",0,19,stage_direction,1,1,pre_speech,,,,,no_annotation,K,ST,1747.0,no_annotation,no_annotation
1,1,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Ich glaube doch bald, gnädige Frau, wir Frauenzimmer würden es nicht anders machen,
              als die Mannspersonen, wenn wir an ihrer Stelle wären.",0,152,character_speech,1,1,,CATHRINE.,#cathrine,1.0,FEMALE,no_annotation,K,ST,1747.0,no_annotation,no_annotation
2,2,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Die Begierde zu verführen, muß
              doch gleich in den Mannskleidern stecken.",153,239,character_speech,1,1,,CATHRINE.,#cathrine,1.0,FEMALE,no_annotation,K,ST,1747.0,no_annotation,no_annotation
3,3,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Wie würden sie sonst auf den Einfall
              gerathen, sich für Julianens Liebhaber zu erklären.",240,342,character_speech,1,1,,CATHRINE.,#cathrine,1.0,FEMALE,being moved,K,ST,1747.0,being moved,being moved
4,4,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Ich finde es aber nöthig, und ich sehe tausend Gelegenheiten voraus – – –",0,73,character_speech,1,1,,PHILINTE.,#philinte,2.0,FEMALE,no_annotation,K,ST,1747.0,no_annotation,no_annotation
5,5,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Freylich, tausend Gelegenheiten, aber keine andern, als Julianen Verdruß zu machen,
              und ihr Schicksal noch zu verschlimmern.",0,138,character_speech,1,1,,CATHRINE.,#cathrine,3.0,FEMALE,suffering,K,ST,1747.0,negative,emotions of suffering and empathy
6,6,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Ihr Schicksal dauert mich, aber es wird dadurch nicht schlimmer werden.",0,71,character_speech,1,1,,PHILINTE.,#philinte,4.0,FEMALE,suffering,K,ST,1747.0,negative,emotions of suffering and empathy
7,7,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Vielleicht
              kann ich eben dadurch einen Weg finden, ihrem Mann, dem herrschsüchtigen Geschöpfe, zu
              zeigen, wie übel er mit ihr umgeht.",72,233,character_speech,1,1,,PHILINTE.,#philinte,4.0,FEMALE,abhorrence,K,ST,1747.0,negative,emotions of rejection
8,8,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Fangen sie es an: so mögen sie hernach auch sehen, wie sie sich heraushelfen.",0,77,character_speech,1,1,,CATHRINE.,#cathrine,5.0,FEMALE,no_annotation,K,ST,1747.0,no_annotation,no_annotation
9,9,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Ich darf Julianen sicher von Liebe vorsagen, ohne zu fürchten, daß sie mich bey
              meinen Worten halten möchte.",0,122,character_speech,1,1,,PHILINTE.,#philinte,6.0,FEMALE,love,K,ST,1747.0,positive,emotions of affection
10,10,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Sie ist  zwar aufgeweckt und frey: Aber
              glaube mir, Cathrine, eine freymüthige Munterkeit ist das sicherste Kennzeichen der
              Tugend.",123,282,character_speech,1,1,,PHILINTE.,#philinte,6.0,FEMALE,no_annotation,K,ST,1747.0,no_annotation,no_annotation
11,11,GerDracor/schlegel-der-triumph-der-guten-frauen.xml,"Und diejenigen lieben nicht allemal die Ehrbarkeit am meisten, die sich durch
              jeden Scherz beleidigt halten.",283,405,character_speech,1,1,,PHILINTE.,#philinte,6.0,FEMALE,abhorrence,K,ST,1747.0,negative,emotions of rejection
