,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_94934DFF-4A8D-466B-B829-FDFE4295A5F9,CATMA_4A5D3C1C-67F4-452E-B663-061F75A11AA4,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,die gesamte Erden Kugel,4,988,1011,CE,unpersönlich
1,CATMA_9363F273-3D5D-4C12-AB39-2E9E15CC511A,CATMA_4A5D3C1C-67F4-452E-B663-061F75A11AA4,Explizites_Target:_Charakter,target,Charakter,explicit,attila,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,unsere Irrdische gottheit,3,1012,1037,CE,MALE
2,CATMA_70C75E9E-3654-47BA-B220-2BC37F7CC0B1,CATMA_4A5D3C1C-67F4-452E-B663-061F75A11AA4,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,attila,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,unsere Irrdische gottheit,3,1012,1037,CE,MALE
3,CATMA_4874DFF2-E7FE-4E10-8E51-6F77ADA0B3D4,CATMA_BBEA1572-341D-4E13-8A9F-0C2E71D90BA5,Explizites_Target:_Charakter,target,Charakter,explicit,attila,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,die alleruerächtlichsten,2,1419,1443,CE,MALE
4,CATMA_4874DFF2-E7FE-4E10-8E51-6F77ADA0B3D4,CATMA_BBEA1572-341D-4E13-8A9F-0C2E71D90BA5,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,group,negativ,negativ,Emotionen der Ablehnung,Abscheu,die alleruerächtlichsten,2,1419,1443,CE,unpersönlich
5,CATMA_BBEA1572-341D-4E13-8A9F-0C2E71D90BA5,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,theodoricus,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,also auch die alleruerächtlichsten offt auß den Staub der Niedrigkeit biß an den höchsten Ehren gipffel empor steigen,18,1409,1526,CE,MALE
6,CATMA_108F4EC4-6D9B-47F2-AB42-BB6554FBF3D0,CATMA_0F6044CC-A2C7-4140-9584-F19062E519E0,Explizite_Source:_Experiencer,source,Experiencer,explicit,theodoricus,group,negativ,negativ,Emotionen des Leids,Leid,die allerwürdigsten,2,1537,1556,CE,MALE
7,CATMA_108F4EC4-6D9B-47F2-AB42-BB6554FBF3D0,CATMA_0F6044CC-A2C7-4140-9584-F19062E519E0,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,group,negativ,negativ,Emotionen des Leids,Leid,die allerwürdigsten,2,1537,1556,CE,unpersönlich
8,CATMA_CC6BE80F-8ED4-47AF-B14B-F7A1777B9A3A_0,CATMA_CDFE1AD7-9ED0-4D66-A8E6-7492E4D2F1E4,Explizites_Target:_Charakter,target,Charakter,explicit,attila,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,tÿrann,1,1726,1732,CE,MALE
9,CATMA_29C77A72-41CD-4E0B-8280-7E4A2C2FAC3F,CATMA_CDFE1AD7-9ED0-4D66-A8E6-7492E4D2F1E4,Explizite_Source:_Experiencer,source,Experiencer,explicit,theodoricus,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,ich ,1,1898,1902,CE,MALE
