,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_001096B6-A015-4873-ADD4-7BC97A9BF08E,CATMA_B1035151-C95C-4EC9-87B8-9020BCBEF5C4,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"Hier bin ich gantz allein, niemand höret oder siehet mich, alß die grausammen Schmertzen, welche meine Seele ohne unterlaß ängstigen und plagen",25,777,920,LSch,Nicht-Charakter
1,CATMA_48BD7D7A-C80A-48F6-AE91-0AEF9D8EBA7B_0,CATMA_B1035151-C95C-4EC9-87B8-9020BCBEF5C4,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ich ,1,786,790,LSch,FEMALE
2,CATMA_8E566FDE-AF9E-46B4-AFA0-10865A1DC75F_0,CATMA_AC68F256-6013-464B-88A3-A8C3B46B5113,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Printzeßin,1,1948,1958,LSch,FEMALE
3,CATMA_AC68F256-6013-464B-88A3-A8C3B46B5113,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,arsetes,single,negativ,negativ,Emotionen der Angst,Verzweiflung,"Haltet ein Printzeßin, stehet still ihr verzweÿfelnde Füße, wohin Doris! Was vor Gedancken zeigen euch den Weg, zu einem so schnellen Untergang?
",27,1937,2082,LSch,MALE
4,CATMA_5588F900-6388-48C2-B5BA-B991FBA37B77_0,CATMA_A2E197E2-9EF2-4C5E-84A4-7236F76106FA,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ich ,1,2123,2127,LSch,FEMALE
5,CATMA_2CDED39C-FF53-413D-91BA-3A7248B5A5CD,CATMA_A2E197E2-9EF2-4C5E-84A4-7236F76106FA,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen der Angst,Verzweiflung,meiner unmenschlichen Quaal,3,2191,2218,LSch,Nicht-Charakter
6,CATMA_38BCD848-97F7-4E00-A371-6AE1CD5442DA,CATMA_E786BDB6-9998-40D4-99C8-FC226035A162,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,ihr ,1,2249,2253,LSch,FEMALE
7,CATMA_E786BDB6-9998-40D4-99C8-FC226035A162,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,arsetes,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Seÿd ihr denn so gar verzweÿfelt?,7,2244,2277,LSch,MALE
8,CATMA_33C4FEFB-E1A4-4758-9E7A-904BB9D873BE,CATMA_0CD8458D-5CD5-4FB0-AEA2-83A67A70D031,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich ,1,2286,2290,LSch,FEMALE
9,CATMA_60C51C83-7C71-4A9B-B26A-B72D9B74F52A,CATMA_1C6E3032-C0EB-4CB5-9762-E997393BEFF7,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Sehet ihr nicht die große Thorheit?,7,2314,2349,LSch,Nicht-Charakter
10,CATMA_1C6E3032-C0EB-4CB5-9762-E997393BEFF7,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,arsetes,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Sehet ihr nicht die große Thorheit?,7,2314,2349,LSch,MALE
11,CATMA_3B425AF6-DC36-4C0E-944C-D2E225A5D805,CATMA_B9D3D562-911F-47FF-9B39-A921227EBD61,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Ich ,1,2358,2362,LSch,FEMALE
12,CATMA_032E941F-D042-4A3D-B135-6FBA24AFF5F6,CATMA_4705A146-BBC3-46D8-909F-0BCE2F9E4250,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Das leben ist böß vor mich,6,2439,2465,LSch,Nicht-Charakter
13,CATMA_3DDF5434-F8CB-40C8-9810-3B0B6D52EE86,CATMA_4705A146-BBC3-46D8-909F-0BCE2F9E4250,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,mich,1,2461,2465,LSch,FEMALE
14,CATMA_0F0CC2E1-89D4-4F8B-99CF-F93285F9957B,CATMA_09472FA5-6E03-4A68-9793-76A9D6F08E9D,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"O! Tochter, Tochter, saget mir doch, was vor Gespenster peinigen eure Geister und wofern der Rath des Arsetes, und eure selbst eigene Ehre etwas gilt, woferne die, durch Bitterkeit der Angst, unterdrückte Vernunfft euch die Begierde zu sterben nicht aus den Gedancken laßen will",52,3089,3367,LSch,Nicht-Charakter
15,CATMA_62066E5A-75BE-4348-B47E-A0391A3A4C84_0,CATMA_09472FA5-6E03-4A68-9793-76A9D6F08E9D,Explizite_Source:_Experiencer,source,Experiencer,explicit,arsetes,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,mir ,1,3116,3120,LSch,MALE
16,CATMA_B94FCC3C-BB78-4610-A0C0-130CC961600E_0,CATMA_2FDABD1E-A4EF-49C7-8215-309C14D08BBA,Explizite_Source:_Experiencer,source,Experiencer,explicit,doris,single,negativ,negativ,Emotionen der Angst,Verzweiflung,Tochter,1,3092,3099,LSch,FEMALE
