,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_60F32236-EEDA-45EB-B228-17CB74A6EFE3,CATMA_0C8E6FB4-2936-456B-BE59-64F5436011E1,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,unvermutheter Zufall,2,871,891,CE,Nicht-Charakter
1,CATMA_3702D1AB-602C-4EC3-B6D8-0137BAAE7DB5,CATMA_0C8E6FB4-2936-456B-BE59-64F5436011E1,Explizite_Source:_Experiencer,source,Experiencer,explicit,henley,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,ich ,1,902,906,CE,MALE
2,CATMA_FE58CBBE-7AC9-4FEB-B7F2-76290326EDEC,CATMA_EADB275D-5F6F-48D1-AF7C-2FD73B97BA16,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,alles ist hin,3,962,975,CE,Nicht-Charakter
3,CATMA_AA2EAE5B-C579-4283-8374-5153F6965DAE,CATMA_EADB275D-5F6F-48D1-AF7C-2FD73B97BA16,Explizite_Source:_Experiencer,source,Experiencer,explicit,henley,single,negativ,negativ,Emotionen des Leids,Leid,ich ,1,977,981,CE,MALE
4,CATMA_DC26BDE6-0A20-4D6F-B803-8BB4E338DFC4,CATMA_601E3431-7769-4965-88BA-D0FEB882E36D,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,widston,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,1112,1116,CE,MALE
5,CATMA_601E3431-7769-4965-88BA-D0FEB882E36D,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,henley,single,negativ,negativ,Emotionen des Leids,Leid,Ihre heftige Bestürzung beunruhiget mich,5,1076,1116,CE,MALE
6,CATMA_A880E9AC-88E9-414A-AAFA-3F3952BCF0CE,CATMA_A9429863-9A0D-4FA5-B422-E5C07E6B1EDA,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Ihre heftige Bestürzung,3,1076,1099,CE,Nicht-Charakter
7,CATMA_249B80E7-7801-4AB4-9285-99FD52A92B33,CATMA_A9429863-9A0D-4FA5-B422-E5C07E6B1EDA,Explizite_Source:_Experiencer,source,Experiencer,explicit,widston,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,mich,1,1112,1116,CE,MALE
8,CATMA_BB0D8541-4FB5-40AC-BF3E-F32393066F42,CATMA_979B8B4E-3205-4385-9DA2-AD371461A3A1,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,seine Gegenwart,2,1556,1571,CE,Nicht-Charakter
9,CATMA_756FDD15-EF23-422A-B403-0EAC37B4E02F,CATMA_979B8B4E-3205-4385-9DA2-AD371461A3A1,Explizite_Source:_Experiencer,source,Experiencer,explicit,henley,single,negativ,negativ,Emotionen des Leids,Leid,Ihnen ,1,1580,1586,CE,MALE
10,CATMA_979B8B4E-3205-4385-9DA2-AD371461A3A1,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,widston,single,negativ,negativ,Emotionen des Leids,Leid,Und seine Gegenwart kann in Ihnen so heftige Bewegungen erregen?,11,1552,1616,CE,MALE
11,CATMA_99D79994-809E-48A1-9BEB-B79C9D425782_0,CATMA_DF0AF7A1-3325-45CD-B27F-8DAAA21C6913,Explizite_Source:_Experiencer,source,Experiencer,explicit,henley,single,negativ,negativ,Emotionen des Leids,Leid,mich ,1,1638,1643,CE,MALE
12,CATMA_6B292910-4C97-4FFE-8394-C0BD242BED05,CATMA_DF0AF7A1-3325-45CD-B27F-8DAAA21C6913,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,"Meine Rache, eine Rache, nach der meine Seele lechzet, steht in
              Gefahr hintergangen zu wer den.",20,1737,1846,CE,Nicht-Charakter
