,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_043F564F-7707-46B9-9EF8-857204939B32,CATMA_E6F80E58-D35D-4BBB-839F-858E97314472,Explizites_Target:_Charakter,target,Charakter,explicit,peter,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Narr!,2,6154,6159,ER,MALE
1,CATMA_E6F80E58-D35D-4BBB-839F-858E97314472,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,unbekannter,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Narr!
",2,6154,6160,ER,MALE
2,CATMA_E6F80E58-D35D-4BBB-839F-858E97314472,,Gemeintes_Target:_Charakter,target,Charakter,implicit,peter,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Narr!
",2,6154,6160,ER,MALE
3,CATMA_BC14F4C0-9E83-4B2D-8008-C7C0EBE862E9_0,CATMA_FD5C0523-048B-40E6-B0F9-D1AC34E3FBEE,Explizites_Target:_Charakter,target,Charakter,explicit,franz,single,positiv,positiv,Emotionen der Freude,Schadenfreude,sie,1,6426,6429,ER,MALE
4,CATMA_CE3065C0-AABA-474A-BAE3-84293F8183D9,CATMA_FD5C0523-048B-40E6-B0F9-D1AC34E3FBEE,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,unbekannter,single,positiv,positiv,Emotionen der Freude,Schadenfreude,mich,1,6447,6451,ER,MALE
5,CATMA_02BF716A-763E-48E0-ADB9-F676C75E7D1D,CATMA_D82393CF-4592-4949-AAA7-517DB3D58B30,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,wer,1,6904,6907,ER,unpersönlich
6,CATMA_D82393CF-4592-4949-AAA7-517DB3D58B30,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,peter,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Pfui, wer wird sich
              denn alles bezahlen lassen",9,6898,6958,ER,MALE
7,CATMA_DAD1B98C-38FE-4E6E-AD1A-AB680C978759_0,CATMA_947D6330-10E1-4DC0-8A8C-FFF04A9DDAA3,Explizite_Source:_Experiencer,source,Experiencer,explicit,peter,single,positiv,positiv,Emotionen der Freude,Freude,mir,1,7452,7455,ER,MALE
8,CATMA_CC725B00-65C9-42CE-B8B3-5894FB9277B3_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,franz,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Ei der liebe ,3,8787,8800,ER,MALE
9,CATMA_CC725B00-65C9-42CE-B8B3-5894FB9277B3_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,franz,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Ei der liebe Pap,4,8787,8803,ER,MALE
10,CATMA_4B86954B-892F-40D9-B67A-D23956FCB003,CATMA_CC725B00-65C9-42CE-B8B3-5894FB9277B3_2,Explizites_Target:_Charakter,target,Charakter,explicit,bittermann,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Papa!,2,8800,8805,ER,MALE
11,CATMA_CC725B00-65C9-42CE-B8B3-5894FB9277B3_2,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,franz,single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Papa!
",2,8800,8806,ER,MALE
12,CATMA_D325D42D-262C-4FB4-8793-484604F76E13,CATMA_1B1C944C-04B3-4F87-B1B5-62A83EE0E6E8,Explizite_Source:_Experiencer,source,Experiencer,explicit,eulalia,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Madam Müller,2,8819,8831,ER,FEMALE
13,CATMA_865EF689-F013-4C2A-A870-3C9E750C4065,CATMA_1B1C944C-04B3-4F87-B1B5-62A83EE0E6E8,Explizites_Target:_Charakter,target,Charakter,explicit,bittermann,single,positiv,positiv,Emotionen der Freude,Schadenfreude,Papa,1,8842,8846,ER,MALE
14,CATMA_2B7047C2-FFC6-4DB3-AB28-40DFC58DF063_0,CATMA_657FB554-570F-4903-97C5-35A9CD046573,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,negativ,negativ,Emotionen der Angst,Angst,geglatteis,1,9161,9171,ER,Nicht-Charakter
15,CATMA_657FB554-570F-4903-97C5-35A9CD046573,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,peter,single,negativ,negativ,Emotionen der Angst,Angst,denn es hatte damals geglatteist,5,9140,9172,ER,MALE
16,CATMA_E1BC4C99-70A7-46D3-AC08-B9A213B288D6,CATMA_1A39642C-D53D-4BCE-8BE3-D23ADFC4FB62,Explizites_Target:_Charakter,target,Charakter,explicit,unbekannt,single,negativ,negativ,Emotionen der Ablehnung,Abscheu, Kinder,1,9195,9202,ER,UNKNOWN
17,CATMA_1A39642C-D53D-4BCE-8BE3-D23ADFC4FB62,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,peter,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"und die
              Kinder sahen so schmutzig aus.
",8,9174,9227,ER,MALE
18,CATMA_1EE9EA5C-036B-48A4-9C20-1A05AA4573F6,CATMA_D81BCEE4-50A1-4CAA-B622-BCC2713EDD76,Explizites_Target:_Charakter,target,Charakter,explicit,eulalia,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,sie,1,9330,9333,ER,FEMALE
19,CATMA_D81BCEE4-50A1-4CAA-B622-BCC2713EDD76,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,peter,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Ha! ha! ha! und da hat sie sich mit den schmutzigen
              Kindern so viel abgegeben und geschwatzt ha ha! ha!",25,9307,9424,ER,MALE
20,CATMA_A223D423-45B8-4B06-B400-15D64D6FB80C,CATMA_99080169-E9D3-4D5B-AA28-5FEFE36055B4,Explizites_Target:_Charakter,target,Charakter,explicit,eulalia,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Eine sonderbare Frau,3,9433,9453,ER,FEMALE
21,CATMA_99080169-E9D3-4D5B-AA28-5FEFE36055B4,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,franz,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Eine sonderbare Frau.
",4,9433,9455,ER,MALE
