,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_D6D9AC73-EBDC-4F8E-93E6-DF5FBDABDC5C,CATMA_93822C52-81C9-4599-B76B-2D9D81171B81,Explizites_Target:_Charakter,target,Charakter,explicit,PAUL,single,negativ,negativ,Emotionen der Ablehnung,Ärger,du,1,1224,1226,ER,MALE
1,CATMA_93822C52-81C9-4599-B76B-2D9D81171B81,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,WELLBACH_Lindenthal,single,negativ,negativ,Emotionen der Ablehnung,Ärger, Wirst du schreiben! ,4,1217,1239,ER,MALE
2,CATMA_1B5CDA6E-13A2-44B8-9348-46CB9DE19AD2,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,PAUL,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,In des Himmelsnamen!,4,1248,1268,ER,MALE
3,CATMA_1B5CDA6E-13A2-44B8-9348-46CB9DE19AD2,,Gemeintes_Target:_Charakter,target,Charakter,implicit,WELLBACH_Lindenthal,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,In des Himmelsnamen!,4,1248,1268,ER,MALE
4,CATMA_1AE4F928-F3BC-49D1-B6FF-C30CD492D35A_0,CATMA_E869C1D5-48F6-413E-B01B-4C2D648F2950,Explizite_Source:_Experiencer,source,Experiencer,explicit,WELLBACH_Lindenthal,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ich,1,1334,1337,ER,MALE
5,CATMA_E869C1D5-48F6-413E-B01B-4C2D648F2950,,Gemeintes_Target:_Charakter,target,Charakter,implicit,unbekannt,single,positiv,positiv,Emotionen der Zuneigung,Verehrung," ich will nur in ihren Wünschen leben“ hohl mich der Teufel, ja das will ich",17,1333,1409,ER,UNKNOWN
6,CATMA_DF7664D2-E51E-4568-B13A-C77C59D17269,CATMA_C4090537-5081-47F7-8CFB-C89D1454366A,Explizite_Source:_Experiencer,source,Experiencer,explicit,WELLBACH_Lindenthal,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,ich,1,1451,1454,ER,MALE
7,CATMA_C4090537-5081-47F7-8CFB-C89D1454366A,,Gemeintes_Target:_Charakter,target,Charakter,implicit,unbekannt,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Ewig bleib ich ihrer Neugung getreu und verschwiegen“,9,1440,1493,ER,UNKNOWN
8,CATMA_ECCF2CD1-716C-4C10-8BB3-A7134A2BA66C,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,PAUL,single,positiv,positiv,Emotionen der Freude,Freude, Getreu und verschwiegen?,4,1503,1528,ER,MALE
9,CATMA_ECCF2CD1-716C-4C10-8BB3-A7134A2BA66C,,Gemeintes_Target:_Charakter,target,Charakter,implicit,WELLBACH_Lindenthal,single,positiv,positiv,Emotionen der Freude,Freude, Getreu und verschwiegen?,4,1503,1528,ER,MALE
10,CATMA_2D7F8F51-F754-4C2B-971D-3E7BC40883D2,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,WELLBACH_Lindenthal,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Getreu und verschwiegen! – sperr die Ohren auf!! ,11,1540,1591,ER,MALE
11,CATMA_2D7F8F51-F754-4C2B-971D-3E7BC40883D2,,Gemeintes_Target:_Charakter,target,Charakter,implicit,PAUL,single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Getreu und verschwiegen! – sperr die Ohren auf!! ,11,1540,1591,ER,MALE
12,CATMA_1207CD2F-338B-4653-9968-9288BF07A252_0,CATMA_36A51592-E5FB-42E6-BC1F-1A0F97C50D3D,Explizites_Target:_Charakter,target,Charakter,explicit,WELLBACH_Lindenthal,single,positiv,positiv,Emotionen der Freude,Freude,gnädiger Herr,2,1635,1648,ER,MALE
13,CATMA_7C65DF58-8CE3-417E-8A19-D883A360DE87_0,CATMA_36A51592-E5FB-42E6-BC1F-1A0F97C50D3D,Explizite_Source:_Experiencer,source,Experiencer,explicit,PAUL,single,positiv,positiv,Emotionen der Freude,Freude,mir’s,3,1660,1665,ER,MALE
14,CATMA_D789C1DC-D79A-43D0-B87E-2E314C64F282,CATMA_96086CDD-70D2-4398-87A5-3FAFB7D284B5,Explizite_Source:_Experiencer,source,Experiencer,explicit,WELLBACH_Lindenthal,single,negativ,negativ,Emotionen der Ablehnung,Ärger,ich,1,1768,1771,ER,MALE
15,CATMA_ADD70569-55A4-4626-8B2F-7D187E0A2F98,CATMA_96086CDD-70D2-4398-87A5-3FAFB7D284B5,Explizites_Target:_Charakter,target,Charakter,explicit,PAUL,single,negativ,negativ,Emotionen der Ablehnung,Ärger,dich’s,3,1772,1778,ER,MALE
