,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_25F34ADC-DEE8-4675-ADF4-4DE57337651A_0,CATMA_9B804BD4-48DC-47EB-9385-1053EB071381,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,Ihr ,1,8327,8331,LSch,unpersönlich
1,CATMA_2C8A9759-25B1-4962-94E5-E542FF17A59A_0,CATMA_9B804BD4-48DC-47EB-9385-1053EB071381,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,Mich ,1,8414,8419,LSch,UNKNOWN
2,CATMA_9B804BD4-48DC-47EB-9385-1053EB071381,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,"Die Ihr auff der kummerreichen Welt
Verschrenckt mit Weh' vnd Ach vnd dürren Todtenbeinen.
Mich sucht wo alles bricht vnd felt /
Wo sich Eu'r ichts / in nichts verkehrt / vnd eure Lust in herbes Weinen!
Ihr Blinden! Ach! wo denckt jhr mich zu finden!
Die jhr vor mich was brechen muß vnd schwinden /
Die jhr vor Warheit nichts als falsche Träum' erwischt!
Vnd bey den Pfützen euch an stat der Quel erfrischt!
Ein Irrlicht ists was Euch O sterbliche! verführet
Ein thöricht Rasen das den Sinn berühret.
Wil jmand Ewig seyn wo man die kurtze Zeit

Die Handvoll Jahre die der Himmel euch nachsiht
Diß Alter das vergeht in dem es blüht
In Vnmuth theilt vnd in Vergängligkeit?
",135,8323,8995,LSch,UNKNOWN
3,CATMA_472EA09E-5211-4DBF-9637-97C8BB87A222_0,CATMA_D3AB2854-81E0-4A95-B84D-5B7BFB631046,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,Der Fürsten,2,9310,9321,LSch,unpersönlich
4,CATMA_D3AB2854-81E0-4A95-B84D-5B7BFB631046,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,"Die Throne krachen1

 ja wenn dieser sie nicht helt
Der durch ein Wort beweget Hell vnd Welt.
Offt hat der mit gekröntem Haupt beherrschter Länder Macht erschüttert
In einem Nu / vor frembdem Stul in angeschlossnem Stahl erzittert.
Man schlief nicht einmal nur auff die gesalbten Nacken
Schwerdt / Beil vnd Hacken.
Der Fürsten heylig Blut trof durch verfluchter Hencker Hand
In den ob diesem Greuel-stück entfärbten Sand.
Dem Vberwinder auch wurd offt sein Lorberkrantz
Verwandelt in Cypressen Aeste /
Er zog in seinem freudenfeste
Mit deß Triumphs Gepränge zu dem Todtentantz.
Was dieser baut bricht jener Morgen ein /
Wo jtzt Paläste stehn
Wird künfftig nichts als Gras vnd Wiese seyn
Auff der ein Schäfers Kind wird nach der Herde gehn
Euch selbst / den grosse Schlösser noch zu enge
Wird / wenn jhr bald von hier entweichen werdet müssen
Ein enges Hauß ein schmaler Sarg beschlissen.
",154,8995,9883,LSch,UNKNOWN
5,CATMA_A588433E-9A7A-4688-A8C2-8D79B2251A61,CATMA_8C7A27F5-7866-4D8B-865C-2AE2C32E1A8D,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Freude,Freude,Er ,1,9497,9500,LSch,unpersönlich
6,CATMA_8C7A27F5-7866-4D8B-865C-2AE2C32E1A8D,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,positiv,positiv,Emotionen der Freude,Freude,"Er zog in seinem freudenfeste
Mit deß Triumphs Gepränge zu dem Todtentantz.",13,9497,9572,LSch,UNKNOWN
7,CATMA_F551D906-DCC7-44EA-93C1-FF3D88DFCE2A_0,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,der Menschen,2,9921,9933,LSch,unpersönlich
8,CATMA_F0FE9DDF-C425-4EB4-8917-1830BA66C798_0,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_0,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,10817,10821,LSch,UNKNOWN
9,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_0,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,"Ein Sarg der recht entdeckt wie kurtz der Menschen Länge.2


Wo aber hin? nach was doch ringet jhr
Ihr die jhr glaubt daß euer Feder Macht

Den Tod vnd Zeit hab' an ein Joch gebracht?
Glaubt frey die Ewigkeit beruht nicht auff Papir.
Indehm jhr Frembde wolt dem Vntergang entzihn;
Vermerckt jhr nicht wie eure Tag entflihn?
Ihr eilt indem jhr (trotz den Himmelslichtern!) wacht
In eures Grabes Nacht.
Wie mancher steigt durch Rauch deß falschen Ruhms verblendet
Nach hoher Ehr vnd fält /
Wenn der Gewächsten Flügel schwung bey gar zu naher Sonnen endet.
In höchste Schmach / vnd wird ein Scheusal aller Welt.
Ach thörichte! der vor euch sinckt auff beide Kni
Wündtscht offt euch da zu sehn wo nichts denn Tod vnd Müh.
Ihr die jhr euch in Gold verliebt
Vnd Sud vnd Ost durchrennt vmb andre reich zu machen;
Wo bleibt jhr wenn man alles übergibt?
Wenn eine Stunde schleust die Reitung aller Sachen?
Wer Jahre zehlt denckt der wol je an mich?
Wehn liebliche Gestalt betreuget /
Wehm seiner Wangen Farbe leuget
O HErr O Himmels HErr helt er sich schöner wol als dich?
Setzt Bilder auff! durchlaufft die grosse See!
Entdeckt ein wildes Land / setzt Nahmen auff den Schnee.3


Nennt Vfer / nennet Berg nach der Geschlechter Tittel
Ja schreibet Freund vnd euch ans Monden Rand vnd Mittel!4


Doch glaubt diß auch darbey

Daß auch diß was jhr besitzet euch noch recht bekand nicht sey /
Daß jhr / was Ewig ist hier noch nicht habt gefunden /
Daß euch nur Eitelkeit vnd Wahnwitz angebunden /
Schaut Arme! schaut was ist diß Threnenthal
Ein FolterHauß / da man mit Strang vnd Pfahl
Vnd Tode schertzt. Vor mir ligt Printz vnd Crone
Ich tret auff Zepter vnd auff Stab vnd steh auff Vater vnd dem Sohne.
Schmuck / Bild / Metall vnd ein gelehrt Papir /
Ist nichts als Sprew vnd leichter Staub vor mir.",348,9883,11670,LSch,UNKNOWN
10,CATMA_F551D906-DCC7-44EA-93C1-FF3D88DFCE2A_19,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,euch ,1,11719,11724,LSch,unpersönlich
11,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_1,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,"Hir vnter euch was ewig brennt vnd kracht.
Diß ist mein Reich / wehlt / was jhr wündtschet zu besitzen.
Wer allhier fählt dem wird nichts auff der Erden nützen.",33,11709,11869,LSch,UNKNOWN
12,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_2,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,"Schaut den Kercker deß Verterbens / hir ist nichts denn Ach vnd Klage!
",14,11937,12008,LSch,UNKNOWN
13,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_3,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,Schaut den Pful der schwartzen Geister; hir ist nichts denn Nacht vnd Plage,14,12080,12155,LSch,UNKNOWN
14,CATMA_F551D906-DCC7-44EA-93C1-FF3D88DFCE2A_21,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_4,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,euch ,1,12166,12171,LSch,unpersönlich
15,CATMA_8F7425B7-5E2D-4F32-B3A6-9D65CD9ED50F_4,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,"Was steht euch an?
Diß ist was Ewig euch ergetzen vnd verletzen kan.
",15,12156,12225,LSch,UNKNOWN
16,CATMA_E3A83839-823A-47F9-B1EA-BC7A0E0AE374_0,CATMA_16240605-CD33-4EEB-A921-1507C5872E47_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Freude,Freude,euch ,1,11680,11685,LSch,unpersönlich
17,CATMA_16240605-CD33-4EEB-A921-1507C5872E47_0,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,positiv,positiv,Emotionen der Freude,Freude,"Hir über euch ist diß waß ewig lacht!
",9,11671,11709,LSch,UNKNOWN
18,CATMA_16240605-CD33-4EEB-A921-1507C5872E47_1,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,positiv,positiv,Emotionen der Freude,Freude,Schaut deß Himmels Wollust an! hir ist nichts denn Trost vnd Wonne,13,11870,11936,LSch,UNKNOWN
19,CATMA_16240605-CD33-4EEB-A921-1507C5872E47_2,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,positiv,positiv,Emotionen der Freude,Freude,Schaut das Erbschloß höchster Lust; hir ist nichts denn Freud vnd Sonne,13,12008,12079,LSch,UNKNOWN
20,CATMA_E3A83839-823A-47F9-B1EA-BC7A0E0AE374_1,CATMA_16240605-CD33-4EEB-A921-1507C5872E47_3,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Freude,Freude,euch ,1,12192,12197,LSch,unpersönlich
21,CATMA_16240605-CD33-4EEB-A921-1507C5872E47_3,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,die ewigkeit,single,positiv,positiv,Emotionen der Freude,Freude,Diß ist was Ewig euch ergetzen vnd verletzen kan.,10,12175,12224,LSch,UNKNOWN
22,CATMA_AE8508E2-5C3F-4BC1-8905-6210A6907212_0,CATMA_B0ABA97F-D536-4656-A0E3-CB1B7D090D5B_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,catharina,single,negativ,negativ,Emotionen des Leids,Leid,Die werthe Fürstin,3,12297,12315,LSch,FEMALE
23,CATMA_E0920BAD-A839-458A-A147-4BE6FAEA3F40,CATMA_B0ABA97F-D536-4656-A0E3-CB1B7D090D5B_0,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,die ewigkeit,single,negativ,negativ,Emotionen des Leids,Leid,mir ,1,12323,12327,LSch,UNKNOWN
24,CATMA_5A818257-B03D-4DB8-A31F-14B1F8D645FA,CATMA_B0ABA97F-D536-4656-A0E3-CB1B7D090D5B_0,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Ereignis,single,negativ,negativ,Emotionen des Leids,Leid,Die stritt vnd lid für Kirch vnd Thron vnd Herd,10,12420,12467,LSch,Nicht-Charakter
25,CATMA_AE8508E2-5C3F-4BC1-8905-6210A6907212_4,CATMA_B0ABA97F-D536-4656-A0E3-CB1B7D090D5B_1,Explizite_Source:_Experiencer,source,Experiencer,explicit,catharina,single,negativ,negativ,Emotionen des Leids,Leid,Sie ,1,12571,12575,LSch,FEMALE
26,CATMA_D0985092-F8EF-45D1-9B6D-2C217A05CD29,CATMA_9676CBE6-15C9-45E0-8F5D-5E9C2EF1CE66,Explizite_Source:_Experiencer,source,Experiencer,explicit,unbekannt,single,positiv,positiv,Emotionen der Freude,Freude,wir ,1,12813,12817,LSch,UNKNOWN
27,CATMA_9676CBE6-15C9-45E0-8F5D-5E9C2EF1CE66,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,demetrius,single,positiv,positiv,Emotionen der Freude,Freude,"Diß ist die feste Burg die vnsern Schatz beschlossen
Das Kleinod dessen wir so kurtz / doch wol / genossen.",21,12741,12848,LSch,MALE
28,CATMA_2CE0FF95-457A-4F59-B78D-AC9739EA71B8_0,CATMA_CB7154FE-DCBB-492F-BD1C-965AFB9B13CF_0,Explizites_Target:_Charakter,target,Charakter,explicit,catharina,single,negativ,negativ,Emotionen des Leids,Leid,Die ,1,12969,12973,LSch,FEMALE
29,CATMA_E13CC129-32E4-4698-94FC-D0181FB93DEA_0,CATMA_CB7154FE-DCBB-492F-BD1C-965AFB9B13CF_0,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,vns ,1,12978,12982,LSch,unpersönlich
30,CATMA_CB7154FE-DCBB-492F-BD1C-965AFB9B13CF_0,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,demetrius,single,negativ,negativ,Emotionen des Leids,Leid,"Die Sonn' Iberiens die als jhr Glantz anfing
Zu strahlen durch die Lufft so bluttig unterging
Verfinstert dieser Stein. Die vber vns regiret
Ward für vns in die Band' als eine Magd geführet?
Mit Ihr zog vnser Ruhm vnd Freyheit vnd Gewin
Vnd vngepochte Macht in frembdes Elend hin.
Wer hat euch nicht bißher mit vnerschöpfften Sehnen
Mit Seufftzenreichem Ach vnd vnverfälschten Thränen
Bejammert vnd betraur't. Wer wolte nicht dem Tod
Getrost entgegen ziehn / dafern die ehrne Noth
Vor euch solch Opffer wolt' O Königin der Frauen
Die je der Tag bekrönt kont auff der Erden schauen!
",106,12849,13431,LSch,MALE
