,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_3D295073-5B63-42F7-967A-DB66CC068DA0_0,CATMA_85135119-418C-4EB0-A47B-A81023CA1DA6,Explizites_Target:_Charakter,target,Charakter,explicit,das_fraeulein (Minna von Barnhelm),single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ihnen,1,167137,167142,VH,FEMALE
1,CATMA_32C390C3-BD1F-4F56-9CED-7CDF624A84DE_0,CATMA_85135119-418C-4EB0-A47B-A81023CA1DA6,Explizite_Source:_Experiencer,source,Experiencer,explicit,von_tellheim (Major von Tellheim),single,positiv,positiv,Emotionen der Zuneigung,Liebe,Tellheim,1,167239,167247,VH,MALE
2,CATMA_448B7686-65A5-4851-B275-CE04C4AD65B5,CATMA_FD2F4099-1849-4D83-B743-21558521B114_0,Explizites_Target:_Charakter,target,Charakter,explicit,das_fraeulein (Minna von Barnhelm),single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie,1,167767,167770,VH,FEMALE
3,CATMA_FD2F4099-1849-4D83-B743-21558521B114_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,von_tellheim (Major von Tellheim),single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie,1,167767,167770,VH,MALE
4,CATMA_FD2F4099-1849-4D83-B743-21558521B114_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,von_tellheim (Major von Tellheim),single,positiv,positiv,Emotionen der Zuneigung,Liebe,besitzen,1,167771,167779,VH,MALE
5,CATMA_8E586E21-0B5A-49AB-9FA5-BC4CDA8F5FF9_0,CATMA_6757B5B9-7897-4A20-8FFF-8A7FA5DC8184,Explizites_Target:_Charakter,target,Charakter,explicit,von_tellheim (Major von Tellheim),single,positiv,positiv,Emotionen der Freude,Schadenfreude,Sie,1,168324,168327,VH,MALE
6,CATMA_A5D3CC62-D605-49DF-AD4A-A946ECB9D8FA,CATMA_6757B5B9-7897-4A20-8FFF-8A7FA5DC8184,Explizite_Source:_Experiencer,source,Experiencer,explicit,das_fraeulein (Minna von Barnhelm),single,positiv,positiv,Emotionen der Freude,Schadenfreude,meinem,1,168358,168364,VH,FEMALE
7,CATMA_9768BD39-E5CE-48EA-8BBE-DBD261263CFB_0,CATMA_DB859062-51EF-4AFA-A0EE-27BD6D971862,Explizites_Target:_Charakter,target,Charakter,explicit,das_fraeulein (Minna von Barnhelm),single,positiv,positiv,Emotionen der Zuneigung,Liebe,Sie,1,169221,169224,VH,FEMALE
8,CATMA_CC6C04D9-C464-4A49-A754-97A87CCB1C10,CATMA_DB859062-51EF-4AFA-A0EE-27BD6D971862,Explizite_Source:_Experiencer,source,Experiencer,explicit,von_tellheim (Major von Tellheim),single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich,1,169360,169363,VH,MALE
9,CATMA_C173B31A-D3B0-48BF-BF6F-399FC6EF2DA3_0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,just (Just),single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Herr Major! Herr Major!,6,169618,169641,VH,MALE
10,CATMA_C173B31A-D3B0-48BF-BF6F-399FC6EF2DA3_1,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,just (Just),single,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,Emotionale Bewegtheit,"Kommen Sie doch geschwind, geschwind!
",7,169669,169707,VH,MALE
11,CATMA_44FD44EB-3FE2-4CFC-A76B-AE9CEE926394,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,das_fraeulein (Minna von Barnhelm),single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Merkst du was, Franziska?
",6,169863,169889,VH,FEMALE
12,CATMA_44FD44EB-3FE2-4CFC-A76B-AE9CEE926394,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,das_fraeulein (Minna von Barnhelm),single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Merkst du was, Franziska?
",6,169863,169889,VH,FEMALE
13,CATMA_44FD44EB-3FE2-4CFC-A76B-AE9CEE926394,,Gemeintes_Target:_Charakter,target,Charakter,implicit,von_tellheim (Major von Tellheim),single,positiv,positiv,Emotionen der Freude,Schadenfreude,"Merkst du was, Franziska?
",6,169863,169889,VH,MALE
14,CATMA_6E50648F-51E5-4736-8DE5-B3229570A39A,CATMA_C92E2003-5B61-4088-BC04-1E44FE8AA7C8,Explizites_Target:_Charakter,target,Charakter,explicit,das_fraeulein (Minna von Barnhelm),single,negativ,negativ,Emotionen des Leids,Leid,Sie,1,169904,169907,VH,FEMALE
15,CATMA_42EA7E86-E6B8-4D33-935A-390FDB1ACF7F,CATMA_C92E2003-5B61-4088-BC04-1E44FE8AA7C8,Explizite_Source:_Experiencer,source,Experiencer,explicit,franziska (Franziska),single,negativ,negativ,Emotionen des Leids,Leid,Ich,1,169923,169926,VH,FEMALE
16,CATMA_6E50648F-51E5-4736-8DE5-B3229570A39A,CATMA_707294A9-ABDD-447F-BDB6-41013C10D304,Explizites_Target:_Charakter,target,Charakter,explicit,das_fraeulein (Minna von Barnhelm),single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie,1,169904,169907,VH,FEMALE
17,CATMA_42EA7E86-E6B8-4D33-935A-390FDB1ACF7F,CATMA_707294A9-ABDD-447F-BDB6-41013C10D304,Explizite_Source:_Experiencer,source,Experiencer,explicit,franziska (Franziska),single,negativ,negativ,Emotionen der Ablehnung,Ärger,Ich,1,169923,169926,VH,FEMALE
18,CATMA_6AA917E4-7C0F-4370-8E17-9A35E699A102_0,CATMA_6040D0E6-1E20-4FC5-A314-EC840138C02D,Explizites_Target:_Charakter,target,Charakter,explicit,das_fraeulein (Minna von Barnhelm),single,negativ,negativ,Emotionen der Ablehnung,Ärger,Sie,1,170030,170033,VH,FEMALE
