,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_1DC285C0-42D6-48CB-8CA8-3A38809BE6B0_0,CATMA_F60362D8-B7CC-48A0-A0C1-C96F3E8C65BD,Explizites_Target:_Charakter,target,Charakter,explicit,opulentia,group,positiv,positiv,Emotionen der Zuneigung,Freundschaft,IHr liebsten Gespielen,3,865,887,LSch,FEMALE
1,CATMA_1DC285C0-42D6-48CB-8CA8-3A38809BE6B0_0,CATMA_F60362D8-B7CC-48A0-A0C1-C96F3E8C65BD,Explizites_Target:_Charakter,target,Charakter,explicit,pax,group,positiv,positiv,Emotionen der Zuneigung,Freundschaft,IHr liebsten Gespielen,3,865,887,LSch,FEMALE
2,CATMA_494E539D-3CA4-4CD7-94B9-75863BECD211_0,CATMA_F60362D8-B7CC-48A0-A0C1-C96F3E8C65BD,Explizite_Source:_Experiencer,source,Experiencer,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Freundschaft,ich ,1,890,894,LSch,FEMALE
3,CATMA_81188FD2-B8A0-49CB-A0D1-BDEC5909BC59_0,CATMA_431FD6EF-5C43-41A8-924E-302822A1A295,Explizites_Target:_Charakter,target,Charakter,explicit,pax,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Ich ,1,1083,1087,LSch,FEMALE
4,CATMA_5233B645-5F99-456C-9414-32FBAA6848F1_0,CATMA_431FD6EF-5C43-41A8-924E-302822A1A295,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,pax,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,Ich ,1,1083,1087,LSch,FEMALE
5,CATMA_1B328E51-30BF-4E56-8263-3F9B5181A79F,CATMA_431FD6EF-5C43-41A8-924E-302822A1A295,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Verehrung,die Vöcker,2,1118,1128,LSch,unpersönlich
6,CATMA_BE4F6B41-8E7B-4DCE-9F11-B076AB92E6B9_0,CATMA_23860C59-2F67-41BB-B8ED-8654607F6541,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,pax,single,negativ,negativ,Emotionen des Leids,Leid,Ich ,1,1083,1087,LSch,FEMALE
7,CATMA_7AC137AA-5DFB-407E-AB40-C3576CDB3085_0,CATMA_23860C59-2F67-41BB-B8ED-8654607F6541,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,die Vöcker,2,1118,1128,LSch,unpersönlich
8,CATMA_EC540F66-A3C4-4D9D-ABC9-32E2DE736CAB,CATMA_5C05C090-0E5C-4A78-B115-005A705B3DDC,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,den edlen Friede,3,1192,1208,LSch,Nicht-Charakter
9,CATMA_B32288B8-47A0-4826-A9AB-5764E88A9010,CATMA_5C05C090-0E5C-4A78-B115-005A705B3DDC,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr ,1,1216,1220,LSch,unpersönlich
10,CATMA_5C05C090-0E5C-4A78-B115-005A705B3DDC,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,pax,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Liebt den edlen Friede / Weil ihr lieben könnt / Der zum schönsten Liede Lust und Krafft vergönnt.
",19,1186,1285,LSch,FEMALE
11,CATMA_26EBFAAB-3016-460C-9C0A-7990D93C54EE,CATMA_0F37F357-B058-4528-8AAD-DA99BA02C9E9,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Zuneigung,Liebe,den reichen Seegen,3,1409,1427,LSch,Nicht-Charakter
12,CATMA_68B03B35-4D78-478A-96FB-6803C73EB726,CATMA_0F37F357-B058-4528-8AAD-DA99BA02C9E9,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr ,1,1433,1437,LSch,unpersönlich
13,CATMA_0F37F357-B058-4528-8AAD-DA99BA02C9E9,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,opulentia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Liebt den reichen Seegen Weil ihr lieben könnt / Der zu euren Wegen Licht und Krafft vergönnt.,18,1403,1497,LSch,FEMALE
14,CATMA_AA11E733-4177-4F4C-8E26-34E2E71F0654_0,CATMA_CF57D26E-8647-402F-9BAD-69161DB941B0,Explizite_Source:_Experiencer,source,Experiencer,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ich ,1,1509,1513,LSch,FEMALE
15,CATMA_BA560BB0-537D-4368-94A2-B3A9B6B5AA96_0,CATMA_2461194D-905C-4D86-A9F3-5D0CBC045F70,Explizites_Target:_Nicht-Charakter,target,Nicht-Charakter,explicit,Zustand,single,positiv,positiv,Emotionen der Freude,Freude,Was die Menschen hoffen,4,2047,2070,LSch,Nicht-Charakter
16,CATMA_1D66F033-14A5-44A6-A48E-E3596A4D2F40,CATMA_2461194D-905C-4D86-A9F3-5D0CBC045F70,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Freude,Freude,die Menschen,2,2051,2063,LSch,unpersönlich
17,CATMA_2461194D-905C-4D86-A9F3-5D0CBC045F70,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,positiv,positiv,Emotionen der Freude,Freude,"Was die Menschen hoffen / Giebt der Himmel an / Sonst wird nichts getroffen Das vergnügen kan.
",18,2047,2142,LSch,MALE
18,CATMA_28E5D6EF-9CA2-40D3-862C-E1F49F4AB18C,CATMA_5D029FA3-5DBD-4675-A4D7-A4982F9974B9,Explizite_Source:_Experiencer,source,Experiencer,explicit,burgundia,group,positiv,positiv,Emotionen der Freude,Freude,ihr ,1,2388,2392,LSch,FEMALE
19,CATMA_28E5D6EF-9CA2-40D3-862C-E1F49F4AB18C,CATMA_5D029FA3-5DBD-4675-A4D7-A4982F9974B9,Explizite_Source:_Experiencer,source,Experiencer,explicit,opulentia,group,positiv,positiv,Emotionen der Freude,Freude,ihr ,1,2388,2392,LSch,FEMALE
20,CATMA_28E5D6EF-9CA2-40D3-862C-E1F49F4AB18C,CATMA_5D029FA3-5DBD-4675-A4D7-A4982F9974B9,Explizite_Source:_Experiencer,source,Experiencer,explicit,pax,group,positiv,positiv,Emotionen der Freude,Freude,ihr ,1,2388,2392,LSch,FEMALE
21,CATMA_5D029FA3-5DBD-4675-A4D7-A4982F9974B9,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,positiv,positiv,Emotionen der Freude,Freude,so denckt / daß ihr verknüpffet seyd / Wofern die Nympfe was zu ihrer Liebe findet / Daß sich ein Printz mit ihr verbindet / Sonst wancket die Zufriedenheit. Was ist ein Weib Darauff ein Liebster zielt? Es ist ein Leib Der keine Seele fühlt.,48,2372,2613,LSch,MALE
22,CATMA_8ACEF22D-B8A8-4628-A794-3D94E0B29BE2_0,CATMA_AD4FD042-403A-456A-8E56-0A8D6851E7A7,Explizite_Source:_Experiencer,source,Experiencer,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,die Nympfe,2,2418,2428,LSch,FEMALE
23,CATMA_02492BD5-96D3-4794-BB24-4B6757B525F1,CATMA_AD4FD042-403A-456A-8E56-0A8D6851E7A7,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sich ein Printz,3,2461,2476,LSch,unpersönlich
24,CATMA_8C3EEBD6-2391-470F-B280-388409AF5268,CATMA_AD4FD042-403A-456A-8E56-0A8D6851E7A7,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ein Printz,2,2466,2476,LSch,unpersönlich
25,CATMA_14F322F3-91A4-4AF4-8288-2417DC4F1DF4,CATMA_AD4FD042-403A-456A-8E56-0A8D6851E7A7,Explizites_Target:_Charakter,target,Charakter,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr ,1,2481,2485,LSch,FEMALE
26,CATMA_AD4FD042-403A-456A-8E56-0A8D6851E7A7,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Wofern die Nympfe was zu ihrer Liebe findet / Daß sich ein Printz mit ihr verbindet,16,2411,2494,LSch,MALE
27,CATMA_8ACEF22D-B8A8-4628-A794-3D94E0B29BE2_1,CATMA_E2465A34-C579-475A-9158-ADB56D47EFA3,Explizite_Source:_Experiencer,source,Experiencer,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr ,1,2481,2485,LSch,FEMALE
28,CATMA_02492BD5-96D3-4794-BB24-4B6757B525F1,CATMA_E2465A34-C579-475A-9158-ADB56D47EFA3,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sich ein Printz,3,2461,2476,LSch,unpersönlich
29,CATMA_8C3EEBD6-2391-470F-B280-388409AF5268,CATMA_E2465A34-C579-475A-9158-ADB56D47EFA3,Explizites_Target:_Charakter,target,Charakter,explicit,unpersönlich,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ein Printz,2,2466,2476,LSch,unpersönlich
30,CATMA_14F322F3-91A4-4AF4-8288-2417DC4F1DF4,CATMA_E2465A34-C579-475A-9158-ADB56D47EFA3,Explizites_Target:_Charakter,target,Charakter,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ihr ,1,2481,2485,LSch,FEMALE
31,CATMA_E2465A34-C579-475A-9158-ADB56D47EFA3,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Daß sich ein Printz mit ihr verbindet,7,2457,2494,LSch,MALE
32,CATMA_7AFF7178-BD4B-4341-8388-BD6256F768B3_0,CATMA_F1C6A1F7-DFBD-4815-97BF-1560D99FE1EF,Explizite_Source:_Experiencer,source,Experiencer,explicit,amandus,single,positiv,positiv,Emotionen der Zuneigung,Liebe,ich ,1,3102,3106,LSch,MALE
33,CATMA_15F57D68-3C78-4C91-AE21-CD0B7BF65B1A,CATMA_F1C6A1F7-DFBD-4815-97BF-1560D99FE1EF,Explizites_Target:_Charakter,target,Charakter,explicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,sie ,1,3138,3142,LSch,FEMALE
34,CATMA_F1C6A1F7-DFBD-4815-97BF-1560D99FE1EF,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Wer heist ich / wo wohnt der Feine / Liebt er sie und sonsten keine,15,3092,3159,LSch,MALE
35,CATMA_2F0B31F4-BDA7-4C32-9F82-15B1A02F66C0,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,amandus,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Keine.
",2,3170,3177,LSch,MALE
36,CATMA_2F0B31F4-BDA7-4C32-9F82-15B1A02F66C0,,Gemeintes_Target:_Charakter,target,Charakter,implicit,burgundia,single,positiv,positiv,Emotionen der Zuneigung,Liebe,"Keine.
",2,3170,3177,LSch,FEMALE
37,CATMA_A925D214-BBEE-49FD-B585-83C54BAF8C2E,CATMA_D7602B86-2C81-4058-9967-81FD2564291A,Explizites_Target:_Charakter,target,Charakter,explicit,fatuum,single,negativ,negativ,Emotionen der Ablehnung,Ärger,du falscher Hund,3,3418,3434,LSch,MALE
38,CATMA_D7602B86-2C81-4058-9967-81FD2564291A,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fatum,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Wer spottet unser Wort / heraus du falscher Hund?,10,3386,3435,LSch,MALE
39,CATMA_C5164E13-3605-4AC9-BF46-F6B324843B57_0,CATMA_90F2A22C-B39E-41C2-87AA-45E5C03233B1,Explizite_Source:_Experiencer,source,Experiencer,explicit,fatuum,single,negativ,negativ,Emotionen des Leids,Leid,mein ,1,3455,3460,LSch,MALE
40,CATMA_3692C3C3-46D5-4ED3-9CC6-23626BD8954F,,Gemeinte_Source:_Experiencer,source,Experiencer,implicit,fatum,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Weswegen ruffstu nach?,4,3491,3513,LSch,MALE
41,CATMA_3692C3C3-46D5-4ED3-9CC6-23626BD8954F,,Gemeintes_Target:_Charakter,target,Charakter,implicit,fatuum,single,negativ,negativ,Emotionen der Ablehnung,Ärger,Weswegen ruffstu nach?,4,3491,3513,LSch,MALE
42,CATMA_4C4CD205-E4F2-4C92-A29D-96E7FDB1685B_0,CATMA_2CD1466D-F13B-445C-9AA1-5CACB04892D4,Explizite_Source:_Experiencer,source,Experiencer,explicit,unpersönlich,single,negativ,negativ,Emotionen des Leids,Leid,Wer ,1,3552,3556,LSch,unpersönlich
43,CATMA_2CD1466D-F13B-445C-9AA1-5CACB04892D4,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,negativ,negativ,Emotionen des Leids,Leid,"Wer Sünde thut / der soll auch Straffe leiden.
",10,3552,3599,LSch,MALE
44,CATMA_89469F1A-C4AC-409E-B09A-1DFB242C8283_0,CATMA_E8501534-C761-4879-AF06-3312F9FAAFE2,Explizite_Source:_Experiencer,source,Experiencer,explicit,amandus,group,positiv,positiv,Emotionen der Freude,Freude,Ihr beyde,2,3992,4001,LSch,MALE
45,CATMA_89469F1A-C4AC-409E-B09A-1DFB242C8283_0,CATMA_E8501534-C761-4879-AF06-3312F9FAAFE2,Explizite_Source:_Experiencer,source,Experiencer,explicit,burgundia,group,positiv,positiv,Emotionen der Freude,Freude,Ihr beyde,2,3992,4001,LSch,FEMALE
46,CATMA_E8501534-C761-4879-AF06-3312F9FAAFE2,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,fatum,single,positiv,positiv,Emotionen der Freude,Freude,"Ihr beyde lebt vergnügt / und wenn ihr künfftig blüht / So denckt / daß GOtt und Welt die Freude gerne sieht.
",23,3992,4102,LSch,MALE
47,CATMA_5AA2DCF7-C267-4525-B06F-AE91E2361E07_0,CATMA_9C169D0E-FB9D-4A91-B8A6-08FE631A2E66,Explizite_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,explicit,fatuum,single,positiv,positiv,Emotionen der Zuneigung,Liebe,Ich ,1,4121,4125,LSch,MALE
