,id,connected_emotion_id,assignment,main_type,main_sub_type,type,value,amount_type,polarity,base_polarity,main_emotion_class,tag_type,text,length_in_tokens,start,end,annotator,gender
0,CATMA_DA3BDD55-1B09-4ABC-A8FB-D97EE7857CA7_0,CATMA_231FD788-51F6-482F-8808-B8C1EC675602,Explizites_Target:_Charakter,target,Charakter,explicit,estrithe,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,dir,1,10335,10338,ER,FEMALE
1,CATMA_1E4F938E-128B-4825-BC41-AEE6B5DDE39F,CATMA_231FD788-51F6-482F-8808-B8C1EC675602,Explizite_Source:_Experiencer,source,Experiencer,explicit,ulfo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Ich,1,10348,10351,ER,MALE
2,CATMA_2710BAD4-08EE-4B48-BFFB-D30D279C984B_0,CATMA_A7332902-9D88-44CC-BB80-067EE823421A,Explizite_Source:_Experiencer,source,Experiencer,explicit,estrithe,single,negativ,negativ,Emotionen des Leids,Leid,dich,1,10455,10459,ER,FEMALE
3,CATMA_298F3223-8A5A-4C85-85F6-779DB2E1699D_0,CATMA_A7332902-9D88-44CC-BB80-067EE823421A,Explizites_Target:_Charakter,target,Charakter,explicit,canut,single,negativ,negativ,Emotionen des Leids,Leid,deinem Bruder,2,10481,10494,ER,MALE
4,CATMA_A7332902-9D88-44CC-BB80-067EE823421A,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,ulfo,single,negativ,negativ,Emotionen des Leids,Leid,"Geh, wirf dich, wenn du willst, vor deinem Bruder nieder;
Ersuche den Canut um gnädiges Verzeihn;
Bereu, entschuldige, ja, mische Thränen ein;
Heiß meine That vor ihm ein übereilt Verbrechen,
Erniedrige dich nur",43,10445,10656,ER,MALE
5,CATMA_2A4DC463-F6AD-4A8B-85D2-F8FDD31E2FAC_0,CATMA_A20A6E8A-6DE1-4277-9FFF-1ACB642519EB,Explizites_Target:_Charakter,target,Charakter,explicit,ulfo,single,negativ,negativ,Emotionen des Leids,Leid,Ulfo,1,10705,10709,ER,MALE
6,CATMA_61E129FB-9569-497B-9811-6B0E642FAC09_0,CATMA_A20A6E8A-6DE1-4277-9FFF-1ACB642519EB,Explizite_Source:_Experiencer,source,Experiencer,explicit,estrithe,single,negativ,negativ,Emotionen des Leids,Leid,mich,1,10721,10725,ER,FEMALE
7,CATMA_9ABEA18E-F358-47FE-B845-30E3B2F794DB_0,CATMA_FB8A58FA-E0B6-42B5-92F1-287396CA83FA,Explizite_Source:_Experiencer,source,Experiencer,explicit,canut,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,Mein Bruder,2,10848,10859,ER,MALE
8,CATMA_73D015C7-0F4D-46DA-8096-6A96837B8308,CATMA_FB8A58FA-E0B6-42B5-92F1-287396CA83FA,Explizites_Target:_Charakter,target,Charakter,explicit,ulfo,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,du,1,10877,10879,ER,MALE
9,CATMA_FB8A58FA-E0B6-42B5-92F1-287396CA83FA,,Gemeinte_Source:_Zuschreibende_Instanz,source,Zuschreibende Instanz,implicit,estrithe,single,negativ,negativ,Emotionen der Ablehnung,Abscheu,"Mein Bruder ist erzürnt, und du willst ihn nicht bitten?",12,10848,10904,ER,FEMALE
